"user",1,"category","videos_uploaded","views","rating",4,5
"LEEJUNGYOON",1132,"Music",27,1195,3.67,3,1
"davidisbetterthenyou",1131,"Music",42,317,2,4,5
"playserious",1098,"Entertainment",599,1965,5,4,1
"playserious",1129,"Entertainment",600,407,5,1,2
"ChangeDaChannel",615,"Entertainment",839,52355,3.88,41,29
"MoTv1",1125,"People & Blogs",322,1172,4.5,12,7
"tomorrowpictures",615,"Music",362,11984,3.9,10,8
"DraMaWolf",941,"Music",266,505,5,5,3
"RemixedKingz",1022,"Music",157,1537,5,4,3
"SomoshiphopRadio",918,"Music",609,2507,5,1,1
"evolawonder",681,"Music",321,3256,3.89,9,18
"blink182fiend",1075,"Music",240,214,5,1,0
"bestduvalhiphop",994,"Music",249,2638,4.22,9,2
"vexdavortex",1103,"Music",71,240,5,1,0
"politikewl",1134,"Education",186,10975,4.45,62,76
"Sunshinestate63",1134,"Comedy",200,1407,4.33,3,1
"Lutulutuw",1134,"News & Politics",213,3068,4.67,12,17
"Klingonmastr",1135,"News & Politics",158,837,3.12,8,7
"MIAcrimsonandgold",1135,"News & Politics",274,682,3.67,3,2
"LisabethDashrniqhc",1134,"News & Politics",208,1823,3,4,14
"davidisbetterthenyou",1135,"News & Politics",39,175,1,1,0
"Mediacurves",1136,"News & Politics",180,250,2,4,0
"puebloplug",1135,"News & Politics",24,73,3.67,3,2
"arroncarlton",1134,"Entertainment",186,1685,3.6,15,24
"memphisthug",1135,"News & Politics",199,43,0,0,0
"shorenzi",1128,"Music",57,32937,4.92,75,142
"vrmgi",1134,"News & Politics",186,40800,4.03,392,574
"shezzno",1135,"News & Politics",63,43,1.33,3,4
"azzatacom",1135,"News & Politics",186,105,2,2,0
"bonequinha01",1134,"News & Politics",200,4632,4,22,23
"reece2076",1134,"News & Politics",186,305,3.57,14,6
,,,,,,,
"aFurryHatGuy",1134,"News & Politics",200,742,2,4,1
"Incotso",1134,"News & Politics",186,124,3.67,3,4
"hotgreg",1131,"Nonprofits & Activism",161,13666,4.75,20,51
"LuizArbore",1131,"Nonprofits & Activism",203,591,0,0,0
"GamingMazterResponds",1132,"Nonprofits & Activism",91,2004,4.7,27,67
"neo123torres123",1131,"People & Blogs",337,2931,3.97,29,57
"Jaelovenz",1133,"Nonprofits & Activism",117,134,0,0,0
"DreliWebstermcfjtc",1131,"Film & Animation",211,1959,5,1,7
"NoCopywrite",990,"People & Blogs",114,413287,4.11,218,1169
"wiggywhackers",1132,"Nonprofits & Activism",161,818,0,0,0
"bowener",1131,"Nonprofits & Activism",17,1914,3.58,31,64
"davidisbetterthenyou",1132,"Nonprofits & Activism",22,307,0,0,3
"edisonlovebobo",1134,"Nonprofits & Activism",24,810,0,0,0
"TheUglyTruthz",1131,"Education",379,3308,2.35,20,37
"SundayBeef",1131,"Pets & Animals",657,52533,2.53,386,687
"TheUglyTruthz",1131,"Education",86,4633,1.81,26,27
"chinesemobster",1132,"News & Politics",105,494,5,1,0
"chingchongchinese",1132,"Nonprofits & Activism",118,1441,3,8,2
"chinesemobster",1132,"Entertainment",97,355,0,0,3
"chinesemobster",1132,"News & Politics",45,409,0,0,0
"chinesenegro",1131,"News & Politics",105,2361,2.67,3,8
"chinesenegro",1131,"News & Politics",45,1782,3,2,8
"NowLiveNetwork",1123,"Entertainment",450,18969,3.67,9,6
"21Movie",1094,"Film & Animation",53,5487,5,14,8
"WildgrassRd",1120,"Entertainment",150,3041,4,3,11
"graviapple",1005,"Entertainment",50,10584,4.6,15,21
"kRiSr8484",1100,"Entertainment",154,608,4.75,4,6
"mattjsrules",1081,"Film & Animation",136,3318,4.73,11,14
"21Movie",1129,"Film & Animation",56,4178,5,8,13
"4everKungFu",1128,"Entertainment",59,707,5,1,0
"Jinesis0",1122,"Entertainment",128,253,3,2,3
"21Movie",1134,"Film & Animation",32,1826,5,5,8
"21Movie",1128,"Entertainment",39,1264,5,5,5
"SonyPictures",1123,"Entertainment",79,467,5,3,4
"SonyPictures",1099,"Entertainment",16,5709,4.78,18,16
"julyette25",1048,"Film & Animation",151,2674,5,8,3
"jidz56",1130,"Film & Animation",152,111,0,0,0
"dutchrebel179",1007,"Film & Animation",151,5263,5,8,23
"SonyPictures",1123,"Entertainment",55,393,5,2,0
"SonyPictures",1099,"Entertainment",53,5382,4,7,6
"21Movie",1129,"Entertainment",39,5262,5,4,12
"MoviePreviewMan",1130,"Film & Animation",154,114,0,0,0
"cinerf",1135,"Entertainment",94,3377,3.8,5,3
"jvmadman1",1135,"Education",226,303,0,0,0
"underarmouruser",1135,"Entertainment",226,266,0,0,1
"aka32",1033,"Sports",18,801,0,0,0
"aka32",1033,"Sports",25,413,0,0,0
"aka32",1033,"Sports",14,232,0,0,0
"aka32",1033,"Sports",11,279,0,0,0
"aka32",1033,"Sports",9,220,3,1,1
"aka32",1033,"Sports",7,190,0,0,0
"aka32",1033,"Sports",17,422,0,0,1
"aka32",1033,"Sports",16,57,0,0,0
"aka32",1033,"Sports",12,38,0,0,0
"aka32",1033,"Sports",8,99,0,0,0
"aka32",1033,"Sports",14,96,0,0,0
"aka32",1033,"Sports",6,106,5,1,0
"aka32",1033,"Sports",9,116,0,0,0
"aka32",1033,"Sports",9,57,0,0,0
"aka32",1033,"Sports",9,28,0,0,0
"aka32",1033,"Sports",11,54,5,1,0
"aka32",1033,"Sports",9,120,0,0,0
"mTANGproductions",1132,"People & Blogs",142,8485,4.11,46,16
"1DICKNICE",1132,"People & Blogs",83,2105,3.67,30,19
"puebloplug",1133,"People & Blogs",49,1349,2.9,10,6
"YEAREGOPIS",1133,"People & Blogs",29,14342,1.74,38,0
"AtheneWins",1108,"People & Blogs",496,583806,4.12,1587,908
"hillarybrynne",1134,"Entertainment",186,11087,4.79,75,130
"loveorhate1513",1134,"Entertainment",175,4839,4.6,43,74
"jonasmedia",1134,"Music",195,624,5,12,6
"slowdownsugar92",1134,"Entertainment",328,3000,4.93,58,66
"JonasBrothersEmedia",1134,"Music",338,3416,4.78,45,52
"jackieindo33",1134,"Music",165,202,0,0,0
"lightbluecrush",1135,"Music",154,39,0,0,0
"Roethlisberger723",1134,"Music",181,477,0,0,0
"orangetango101",1134,"Entertainment",292,834,4.4,5,3
"jbkarenv",1135,"Music",186,170,5,2,0
"HerbieTheRaceCar",1135,"Music",336,456,5,7,7
"bellapasso",1135,"Comedy",143,13337,4.84,102,61
"glaukcos",1135,"Entertainment",149,10238,4.94,80,55
"SportCalcio",1135,"Entertainment",128,1700,4.82,28,10
"deejaymemo",1135,"Comedy",146,1510,5,16,8
"lavezzi240894",1135,"Comedy",108,212,5,5,1
"tarocco34pookmail",1134,"Comedy",603,16362,4.92,127,58
"jelicoxx",1135,"Comedy",25,465,0,0,4
"Artenight",1136,"Comedy",90,223,4,3,0
"BangelForever89",1135,"Comedy",103,374,5,4,2
"ProTulz",724,"Music",244,1718,3.89,9,13
"Hozobin",782,"Film & Animation",340,173094,4.93,774,174
"mikylinux",735,"Comedy",179,259821,4.84,803,192
"marchettino",709,"Comedy",169,286636,4.82,663,167
"danysk86",780,"Comedy",409,105396,4.88,459,351
"tokiohotelchannel",1107,"Music",433,308172,4.82,1210,868
"tokiohotelchannel",1030,"Music",265,355332,4.65,1358,1629
"tokiohotelchannel",1058,"Music",399,298800,4.84,1290,935
"tokiohotelchannel",1065,"Music",326,187723,4.88,933,706
"tokiohotelchannel",1100,"Music",458,351058,4.7,1399,995
"tokiohotelchannel",1009,"Music",259,370221,4.63,1021,748
"tokiohotelchannel",1086,"Music",413,307261,4.79,1225,786
"tokiohotelchannel",1023,"Music",285,304857,4.7,1126,796
"tokiohotelchannel",1016,"Music",367,631986,4.73,1944,1344
"tokiohotelchannel",1093,"Music",360,253342,4.62,1137,729
"tokiohotelchannel",1114,"Music",383,284672,4.78,953,647
"tokiohotelchannel",1037,"Music",374,363839,4.84,1372,1079
"tokiohotelchannel",1079,"Music",274,217310,4.67,925,574
"tokiohotelchannel",1051,"Music",313,250491,4.75,1137,816
"tokiohotelchannel",1000,"Music",172,234433,4.63,875,529
"tokiohotelchannel",1002,"Music",232,396313,4.71,1133,615
"tokiohotelchannel",1121,"Music",325,307056,4.68,1031,826
"antonymusso",1074,"Music",119,534,3,2,0
"tokiohotelth4832",1066,"Music",326,879,5,6,1
"billkaulitzlovelov",1123,"Music",325,487,5,2,0
"lelez",1136,"Entertainment",317,303,5,5,6
"hillarybrynne",1136,"Entertainment",348,205,5,17,12
"PiNAYMaMIs",1136,"Entertainment",319,240,5,4,3
"arielisfromaustralia",1136,"Music",112,115,0,0,0
"lumberjackchick",1136,"Music",598,1545,4,8,7
"MissChristineDaae",1135,"Music",323,727,4.75,4,6
"xxKittencandYxx",945,"Entertainment",86,4912,4.95,37,48
"tookieclothespen",937,"Music",74,8781,4.93,74,61
"xsmartfood007x",1135,"Music",492,541,5,2,7
"Abaylorwebshow",1108,"Entertainment",94,1366,3.14,7,28
"Sunni25",1135,"Entertainment",300,201,1,1,2
"byteme2008",1135,"Music",307,1956,5,46,69
"PiNAYMaMIs",1136,"Entertainment",323,497,5,3,9
"hillarybrynne",1134,"Entertainment",171,1245,4.9,39,32
"Roethlisberger723",1134,"Music",154,473,0,0,1
"jackieindo33",1134,"Music",150,202,0,0,0
"jonasmedia",1134,"Music",171,578,4.83,12,15
"KelseyBilly",1134,"Entertainment",62,1917,5,3,9
"xZashleyFanx",1135,"Entertainment",173,1409,4.98,45,47
"iluvjoshb891",1134,"Entertainment",169,214,0,0,0
"SaGaLSaEeD",1134,"Music",166,3420,4.22,9,15
"NickJonasLuvr4444",1134,"Music",182,614,0,0,1
"liaail555",1134,"Music",155,196,5,2,6
"karenjialun",1134,"Entertainment",336,456,4.77,13,13
"taralovessyou",1134,"Music",171,2057,4.97,39,47
"ThunderShock2005",1135,"Music",50,203,0,0,1
"JustAnOrdinaryGirl5",1136,"Music",252,620,5,7,19
"8dznyboy",1070,"Music",627,4612,4.76,29,12
"WHSSoccer92",1135,"Music",305,229,5,3,5
"ssmileey00",1135,"Entertainment",230,222,0,0,0
"lumberjackchick",1134,"Music",320,1701,3.75,4,9
"amazingxx3",1135,"Music",359,151,5,2,0
"WALKxiiTxOUT08",1134,"Entertainment",159,414,5,7,12
"ASAPMUSIC",1135,"Entertainment",153,64,0,0,0
"Annanj12",1134,"Entertainment",129,195,3,2,8
"mangoxsmoothiex26",1135,"Music",198,20,0,0,0
"hillarybrynne",1135,"Entertainment",99,657,4.89,19,13
"Taylor2025",1135,"People & Blogs",145,8,0,0,0
"fungirl4343",1103,"Entertainment",58,478,5,1,2
"JBxarexhotx3",1134,"Entertainment",154,209,5,1,4
"Sunni25",1134,"Entertainment",183,225,0,0,0
"WALKxiiTxOUT08",1134,"Entertainment",162,998,4.5,6,11
"Jesssdabest",1134,"Entertainment",172,803,5,5,3
"angelmsn23",1134,"Entertainment",165,186,5,1,1
"Bella103194",1135,"Music",182,25,0,0,0
"ILUVJOBROS",1135,"Entertainment",115,926,4.92,92,46
"fendergirl4",1135,"Entertainment",161,92,5,2,2
"slowdownsugar92",1136,"Entertainment",237,495,5,23,20
"TooWongFubu",1136,"Entertainment",320,525,5,8,8
"Dancer4eva1230",1135,"Entertainment",373,79,0,0,0
"VidoandSalsa",1134,"Entertainment",240,126,5,5,1
"JuLiElOvEsMaTt",1134,"Music",118,21,0,0,0
"KEVjoeNICKj",1134,"Entertainment",157,77,0,0,5
"dulceXyear3000",1121,"People & Blogs",137,168,5,4,3
"clohyyy",1134,"People & Blogs",146,479,1,2,0
"PlzBMinexInseparable",1078,"Entertainment",4,899,5,4,6
"dramaqueenTay1",1134,"Music",328,505,5,4,5
,,,,,,,
"8dznyboy",1069,"Music",377,2780,4.92,25,8
"MissChristineDaae",1135,"Music",241,323,5,2,1
"IxLOVExNICKxJONASSS",1136,"Music",324,469,5,4,5
"somedia",1035,"Music",231,24526,4.96,147,137
"somedia",1127,"Music",177,20902,4.99,188,222
"somedia",1127,"Music",200,5422,5,65,47
"somedia",1126,"Music",202,3125,5,49,19
"somedia",1125,"Music",342,10017,4.86,125,134
"somedia",1127,"Music",298,24324,4.8,122,91
"somedia",1124,"Music",198,2687,4.81,69,61
"somedia",1124,"Music",189,2506,4.86,59,77
"somedia",1127,"Music",221,15148,4.95,168,159
"somedia",1126,"Music",247,3888,4.98,87,89
"somedia",1126,"Music",179,6718,4.88,112,99
"somedia",1124,"Music",258,4142,4.91,76,51
"somedia",1124,"Music",192,3863,4.97,70,56
"somedia",1125,"Music",579,18348,4.91,272,276
"melovesjack",1099,"Comedy",170,1690,5,18,22
"YouKnowItsWorthIt",1132,"People & Blogs",513,64,5,3,1
"rikkiluv",815,"Entertainment",319,172115,4.89,980,791
"OneTreeHill32330",746,"Music",123,489194,4.95,2165,3268
"somedia",1014,"Music",201,192352,4.93,947,1539
"somedia",748,"Music",363,761813,4.93,3770,4709
"iluvthejobros",654,"People & Blogs",536,148575,4.95,1381,1495
"somedia",1047,"Music",504,128413,4.92,1226,1937
"reidooproductions",1133,"Science & Technology",52,592,4.5,2,3
"JonasBrothersEmedia",1133,"Music",31,823,5,1,4
"suppacoolfreeks",1133,"Music",71,280,5,3,5
"K9andEquine",1133,"Comedy",7,1461,4,9,30
"PIECEoutGIRLscout",1134,"Comedy",24,135,5,2,0
"sleepyanimeboi",1084,"Music",177,186725,4.95,1122,1966
"JUSTurAVERAGEgirl",1128,"People & Blogs",41,1274,4.2,5,16
"BonusJonasLover",1132,"Music",52,1759,4,7,32
"CassidyJeslyn",1133,"Comedy",51,38,0,0,2
"fanniieee",1128,"Entertainment",30,8934,4.82,28,105
"jbrocks1550",1130,"Music",163,180,5,3,6
"JonasGalore",1131,"Music",206,181,5,1,3
"scoredforstylepoints",1084,"Music",368,87684,4.97,788,1336
"hannahmontanarocks11",1128,"Entertainment",158,895,4.73,15,70
"Letsdiiscox3",1084,"Entertainment",358,4029,5,25,44
"addicted2jonas",1098,"Music",172,309,5,3,2
"Mushinimario",1091,"Entertainment",291,1534,5,3,22
"JonasSpotlight",1083,"Entertainment",325,43794,4.88,322,461
"BrooklynBorn99",1012,"Music",203,134763,4.56,185,341
"TheFaderTeam",1091,"Music",154,63245,4.61,71,152
"teyanataylor",1129,"Music",205,22309,4.72,61,107
"crazysarah2829",1107,"Music",273,8731,4.67,12,16
"teyanataylor",1133,"Music",423,1090,5,12,14
"IceCreamGirlMaria",1086,"People & Blogs",306,6922,5,12,17
"njolirk",1129,"Music",199,3224,4.44,9,13
"TorrieBaker",1092,"Music",219,20657,3.93,14,16
"cokonice",1130,"Music",211,1517,4.69,26,39
"LINSAYDrewswsfs",1131,"Music",213,7471,4.35,17,22
"SaMMenTt",1135,"Music",208,88,0,0,1
"sohoodtrackz",1131,"Music",202,227,0,0,0
"sarahfreeman123",1112,"Music",198,2340,4.25,8,1
"SaMMenTt",1131,"People & Blogs",205,2073,4.71,17,22
"MAG1KProductionz",1102,"Music",204,15604,4.84,25,43
"lisanv",1129,"Music",204,5352,4.57,7,15
"Rafawag741",1133,"Music",205,167,5,1,5
"youngkingz12",1130,"Music",205,1555,0,0,0
"JairoIvan200",1130,"Music",205,243,5,3,2
"fenerbahce38",1132,"Music",205,157,5,1,0
"DKnight2007",732,"Pets & Animals",112,718189,4.41,1168,1653
"cat123789",995,"Pets & Animals",209,431887,4.72,1246,929
"DKnight2007",748,"Pets & Animals",99,386318,4.71,1038,840
"sulp2",1075,"Pets & Animals",34,17909,4.2,49,65
"cwaweeks3",847,"Pets & Animals",16,11159,4.18,11,8
"DKnight2007",831,"Pets & Animals",125,78168,4.39,185,219
"miknambr",1066,"Pets & Animals",32,3636,4.67,9,5
"beans6677",1062,"Pets & Animals",90,3311,4.71,14,11
"DKnight2007",831,"Pets & Animals",78,50191,4.48,168,133
"ButterflyJenn",749,"Pets & Animals",41,83927,4.05,79,130
"Catesandwhatnot",780,"Pets & Animals",26,107319,4.45,127,126
"wiggywhackers",1132,"Pets & Animals",35,113,3,2,0
"riddleb0x",838,"Pets & Animals",99,1441,3,6,0
"clausmurf",1058,"Pets & Animals",34,937,4.33,6,0
"mcbird13",1103,"News & Politics",190,57895,4.91,310,339
"mrsnickjonas915",1066,"Entertainment",244,24668,4.9,174,133
"minimesam123",1066,"Entertainment",50,7902,4.97,30,17
"IJAB1234",1090,"Entertainment",59,17679,4.89,105,163
"dancinchik9000",972,"Entertainment",184,10877,4.92,106,48
"GelatoAllaFragola",973,"Entertainment",178,4917,5,36,22
"xXpaulineCzkaXx",1131,"Film & Animation",298,1261,5,8,8
"JonasFever",1129,"Entertainment",82,514,5,3,3
"ILUVJOBROS",1103,"Entertainment",199,5882,4.87,111,114
"XxdaisyXx13",1011,"Music",89,4926,4.78,27,37
"tookieclothespen",1066,"Music",242,12719,4.93,103,85
"deerdue2",1049,"Music",98,694,4.88,8,5
"karenjialun",1103,"Entertainment",190,4034,5,18,26
"taralovessyou",1103,"People & Blogs",190,3412,5,19,30
"JoNaSChIckA",1012,"Entertainment",184,618,4.75,8,5
"tookieclothespen",971,"Music",184,18847,4.94,192,146
"NickJisoffmychain2",1079,"Entertainment",243,424,5,1,1
"llmcfly4ever",976,"Music",184,2031,4.83,23,21
"taralovessyou",1068,"People & Blogs",244,853,5,10,9
"slowdownsugar92",1131,"Entertainment",298,296,5,9,9
"makemebad35",1117,"Comedy",311,706655,3.74,7824,8346
"makemebad35",1106,"Entertainment",90,620446,4.44,5232,5972
"theEMOofMEXICOcity",1134,"Comedy",263,592,3.59,17,33
"Alow411",1103,"Comedy",191,399,2.33,3,2
"theEMOofMEXICOcity",1134,"Comedy",124,1036,2.74,31,51
"theEMOofMEXICOcity",1134,"Entertainment",266,196,4.43,7,6
"Hiramthedude",1107,"Entertainment",81,1564,3.06,16,22
"puebloplug",1118,"Comedy",5,6698,2.77,126,113
"saettowulf",1119,"Entertainment",30,482,3.08,12,8
"puebloplug",1131,"Comedy",10,333,3.4,5,17
"connor442",1123,"Entertainment",120,447,2.5,8,18
"theEMOofMEXICOcity",1130,"Comedy",13,231,2.25,4,2
"ajaxouch",1107,"Entertainment",27,962,2.55,11,8
"mshroomz",1119,"Comedy",76,2203,1.96,46,67
"CatPicture420",1107,"Entertainment",66,1861,2.28,36,26
"zahirbryant",1123,"Entertainment",16,118,0,0,0
"blind3091",0," UNA ",1,2674,2.14,7,8
"puebloplug",1118,"Entertainment",14,416,2.4,10,8
"IntireWorldOfKris",1136,"Comedy",30,42,1,2,0
"WASTEofLIVING",1119,"Comedy",6,603,2.33,6,8
"smpfilms",1129,"Comedy",77,75790,4.46,1145,530
"MediocreFilms",1084,"Comedy",104,319059,4.62,1717,1429
"MediocreFilms",946,"Comedy",100,916279,4.52,3510,2442
"MediocreFilms",604,"Comedy",275,660053,4.53,2369,990
"ponceman",948,"Comedy",36,152283,4.82,781,1477
"MediocreFilms",1008,"Comedy",79,757104,4.4,2523,2253
"MediocreFilms",1112,"Comedy",154,40476,4.38,611,265
"MediocreFilms",1059,"Comedy",320,35135,4.73,477,316
"MediocreFilms",961,"Comedy",98,628205,4.55,2321,1928
"LisaNova",1129,"Entertainment",199,420922,3.63,2673,1776
"MediocreFilms",833,"Comedy",299,278984,4.7,1974,1812
"smpfilms",1127,"Comedy",151,125415,4.8,1458,1180
"smpfilms",932,"Pets & Animals",210,7939352,4.76,56767,39418
"MediocreFilms",603,"Comedy",283,125772,3.74,744,312
"JamesNintendoNerd",1127,"Entertainment",355,928456,4.93,12959,5935
"Manintheboxshow",1129,"Entertainment",84,3858,4.92,120,45
"MediocreFilms",1071,"Comedy",101,297416,4.55,1619,1138
"smpfilms",717,"Comedy",247,164755,4.49,1891,1299
"MediocreFilms",954,"Comedy",104,601612,4.59,2143,1372
"SlamBody",1133,"Comedy",163,547,0,0,8
"AltmmM",954,"Entertainment",65,173,3.75,4,7
"iRespond2U",1135,"Entertainment",7,95,2.33,3,4
"Alyssa1089",1134,"Entertainment",128,213,1,5,11
"2AMERICANBOYS",1133,"Comedy",210,150,3,4,10
"kittybrucknell",1086,"Music",263,1250,4.89,44,82
"Fluffycatz",726,"Entertainment",258,4468,4.8,25,14
"queenofamerica",869,"Entertainment",170,839,4.86,7,8
"baliel91",1097,"Music",206,412,0,0,2
"mrfudgethecat",1039,"Pets & Animals",186,780,4.38,8,3
"kittybrucknell",1091,"People & Blogs",433,868,4.97,33,45
"flightsuit",737,"Film & Animation",539,5110,4.64,11,16
"antmranking",1123,"Entertainment",149,714,4,4,0
"Northstar1109",1088,"Film & Animation",192,2238,4.81,42,21
"Viet4lyfeboy",1121,"Music",215,844,0,0,1
"atomicneko",1131,"Film & Animation",344,596,5,1,6
"markjv",538,"Pets & Animals",93,42105,3.08,78,63
"morningperson12",1110,"Music",39,445,5,4,6
"ThePwnageNinja",1097,"Entertainment",264,108495,4.7,2131,1653
"GeneralJeroboam",1124,"Entertainment",270,9990,2.09,131,83
"ThePwnageNinja",1122,"Entertainment",33,63587,4.8,1252,736
"impistons417",1126,"Comedy",317,1477,3.59,17,30
,,,,,,,
"PartyHatFever",1130,"Entertainment",180,1921,4.55,11,20
"Shadowmeist",1100,"Entertainment",600,8463,4.24,49,101
"coolguy855",1123,"Entertainment",74,2719,2.55,101,52
"ZangoTraitor",1098,"Science & Technology",147,650,1.88,16,13
"jadoskills",1096,"Pets & Animals",70,690,1.77,22,20
"TehBoringShow",1129,"Entertainment",38,430,2.55,11,7
"Yeoter",1126,"Entertainment",120,155,2,6,2
"thedumrunescaper",1135,"Entertainment",134,19,0,0,1
"coolguy855",1122,"Entertainment",34,6048,2.61,130,62
"fiveawesomeguys",1086,"People & Blogs",240,29579,4.73,611,732
"fiveawesomeguys",1079,"People & Blogs",109,22278,4.78,506,366
"fiveawesomeguys",1128,"People & Blogs",237,15076,4.91,646,361
"fiveawesomeguys",1107,"People & Blogs",185,15807,4.85,865,624
"fiveawesomeguys",1121,"People & Blogs",187,12210,4.88,773,522
"fiveawesomeguys",1114,"People & Blogs",152,13081,4.83,586,260
"fiveawesomeguys",1100,"People & Blogs",235,12711,4.86,556,407
"d00d123",1086,"People & Blogs",25,1149,4.35,17,18
"d00d123",1128,"People & Blogs",46,149,3.75,8,1
"theEMOofMEXICOcity",1135,"People & Blogs",171,24,5,1,1
"d00d123",1100,"People & Blogs",43,153,4.56,9,5
"nerimon",1075,"People & Blogs",18,10646,4.14,74,78
"bubblegumpopx",1096,"People & Blogs",152,639,3,14,11
"BarryAldridge",1100,"People & Blogs",152,151,4.82,11,8
"charlieissocoollike",1075,"People & Blogs",18,27373,4.02,187,169
"JohnnyDurham19",1075,"People & Blogs",18,3434,4.39,46,32
"FruitPixie",1135,"People & Blogs",83,39,3.67,3,3
"Toddly00",1075,"Entertainment",18,762,5,16,14
"JRocker921",1129,"People & Blogs",28,23,1,1,0
"fiveawesomeguys",1075,"People & Blogs",18,10909,4.63,103,98
"1mResponder",1135,"Entertainment",4,229,5,2,3
"hotforwords",849,"Entertainment",158,76246,4.54,485,199
"hotforwords",1063,"Entertainment",307,714008,4.44,3289,1614
"hotforwords",1016,"Entertainment",233,864427,4.43,2930,1713
"Davidthorough",1021,"Education",131,4884,4.06,32,28
"hotforwords",1107,"Entertainment",195,114662,4.62,1524,486
"hotforwords",1050,"Entertainment",285,105996,4.66,1968,674
"hotforwords",1134,"Entertainment",205,160136,4.66,1114,558
"hotforwords",1049,"Entertainment",224,328842,4.28,2772,1400
"hotforwords",1037,"Entertainment",138,83202,4.56,1066,369
"hotforwords",1127,"Entertainment",269,267948,4.55,1578,534
"hotforwords",1126,"Entertainment",241,469857,4.49,1940,797
"hotforwords",1081,"Entertainment",293,381940,4.56,2237,1443
"hotforwords",1072,"Entertainment",316,706049,4.37,2133,690
"hotforwords",1112,"Entertainment",279,209754,4.63,1320,393
"hotforwords",1119,"Entertainment",287,594926,4.32,1686,653
"hotforwords",1023,"Entertainment",249,477365,4.57,3035,1279
"hotforwords",1059,"Entertainment",308,123813,4.71,1452,519
"hotforwords",1093,"Entertainment",285,579669,4.46,2337,853
"hotforwords",1124,"Entertainment",224,604558,4.36,1913,1048
"No1NumaFan",1043,"Howto & Style",71,16617,4.66,175,74
"BrookerStooker",1001,"Travel & Events",159,158199,3.3,541,321
"AndaleTheGreat41",1135,"People & Blogs",21,136,4,4,4
"khayav",716,"People & Blogs",364,56250,4.6,1226,667
"Hughsnews",969,"Entertainment",464,3520,4.73,146,94
